,Name,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,catagory,description,sub_catagory
893,Mongolian Lamb Balls ,893.0,893.0,893.0,893.0,893.0,893.0,893.0,893.0,893.0,893.0,29.0,,,,,,,,,,,,,"Key Ingredients: Lamb (minced), Couscous, Scallion, Garlic, Egg, Parsley, Olive oil, Mint, Ao nori herb, Salt, Five spice, Cinnamon powder",diwali
894,Kashmiri Halwa ,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,30.0,,,,,,,,,,,,,"Key Ingredients: Grain sugar, Milk, Desi ghee, Green cardamom powder, Saffron threads, Cashew nuts, almonds and raisins",diwali
895,Baked Almond Kofta ,895.0,895.0,895.0,895.0,895.0,895.0,895.0,895.0,895.0,895.0,31.0,,,,,,,,,,,,,"Key Ingredients: potato (boiled), nutmeg, milk, almonds (crushed), green onions, refined flour, Egg, salt, pepper, eggs, Refined flour (for rolling), Dried breadcrumbs (for rolling)",diwali
896,Badam Ki Phirni ,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,32.0,,,,,,,,,,,,,"Key Ingredients: Almonds, Milk, Sugar, Rice, Cardamom powder, Gulabjal",diwali
897,Almond And Amaranth Ladoo ,897.0,897.0,897.0,897.0,897.0,897.0,897.0,897.0,897.0,897.0,33.0,,,,,,,,,,,,,"Key Ingredients: Popped amaranth seeds, Jaggery, Almonds (slivered, unpeeled)",diwali
898,Lauki Gosht ,898.0,898.0,898.0,898.0,898.0,898.0,898.0,898.0,898.0,898.0,34.0,,,,,,,,,,,,,"Key Ingredients: Mutton, Lauki, Red chilli powder, Turmeric powder, Coriander powder, Garlic paste, Ginger paste, Fresh coriander leaves, Green chillies, Tomatoes, Onion, Cinnamon stick, Salt, Oil, OIl",diwali
899,Arbi Gosht ,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,35.0,,,,,,,,,,,,,"Key Ingredients: Mutton, Arbi, Red chilli powder, Turmeric powder, Coriander powder, Garlic paste, Ginger paste, Fresh coriander leaves, Green chilli, Tomatoes, Onion, Cinnamon stick, Black cardamom, Salt, Oil, Oil",diwali
900,Bedmi Puri With Raseele Aloo ,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,36.0,,,,,,,,,,,,,"Key Ingredients: urad dal, green chillies, ginger, asafoetida, red chilli powder, coriander powder, jeera powder, aamchur powder, garam masala powder, coriander, cooking oil, atta, semolina (rawa), salt, oil, potato quarters, tomatoes, onion, cumin seeds, coriander powder, cumin powder, turmeric powder, salt, tomato gravy, cooking oil, Fresh coriander leaves, vegetable kachumber, Potato salii, voriander leaves, Green chillies",diwali
901,Holi Special Malai Kofta ,901.0,901.0,901.0,901.0,901.0,901.0,901.0,901.0,901.0,901.0,37.0,,,,,,,,,,,,,"Key Ingredients: potatoes, paneer (cottage cheese), maida, coriander leaves (chopped), onion, ginger-garlic paste, tomatoes, malai or cream, raisins and cashew nuts, cashew nuts paste, haldi, red chilli powder, kitchen king masala, kasuri methi (dry fenugreek), salt, sugar",diwali
902,Chawal Ki Kheer ,902.0,902.0,902.0,902.0,902.0,902.0,902.0,902.0,902.0,902.0,38.0,,,,,,,,,,,,,"Key Ingredients: Basmati Rice, Milk, Condensed Milk, Sugar, Green cardamom powder, Almonds (slivered), Slivered Almonds, Pistachio nuts (whole)",diwali
903,Kesar Pista Phirni ,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,39.0,,,,,,,,,,,,,"Key Ingredients: Milk, Rice, Saffron (broiled), PIstachios, Sugar, Green cardamom powder, Rose water, Pistachio (slivered), Saffron (broiled), Rose petals (dried)",diwali
904,Homemade Kaju Ki Barfi ,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,40.0,,,,,,,,,,,,,"Key Ingredients: Water, Sugar, Saffron, Cardamom Powder, Cashewnut Powder",diwali
905,Homemade Gulab Jamun ,905.0,905.0,905.0,905.0,905.0,905.0,905.0,905.0,905.0,905.0,41.0,,,,,,,,,,,,,"Key Ingredients: Sugar, Water, Milk, Cardamom Seeds, Saffron, Cardamom Powder, Khoya, Baking Soda, Maida, Milk",diwali
906,Anjeer Ki Barfi ,906.0,906.0,906.0,906.0,906.0,906.0,906.0,906.0,906.0,906.0,42.0,,,,,,,,,,,,,"Key Ingredients: Anjeer, Khus Khus , Cashewnuts, Ghee, Condensed Milk, Cardamom Powder",diwali
907,Spicy Chicken Curry ,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,43.0,,,,,,,,,,,,,"Key Ingredients: Oil, Ghee, Onion paste, Garlic paste, Ginger paste, Turmeric powder, Salt, Tomato Puree, Coriander powder, Red chilli powder, Cumin powder, Garam Masala, Chicken leg pieces, Coriander leaves, Water",diwali
908,Khus Khus Ka Halwa ,908.0,908.0,908.0,908.0,908.0,908.0,908.0,908.0,908.0,908.0,44.0,,,,,,,,,,,,,"Key Ingredients: khuskhus, ghee, makhane, ghee, sugar, cardamom powder, milk, almonds, pistachios, makhane",diwali
909,Khoya Paneer ,909.0,909.0,909.0,909.0,909.0,909.0,909.0,909.0,909.0,909.0,45.0,,,,,,,,,,,,,"Key Ingredients: cashew nut, paneer (cubed), desi ghee, khoya, curd, ginger, green cardamom, green chilli, salt, green coriander",diwali
910,Dahi Aloo ,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,46.0,,,,,,,,,,,,,"Key Ingredients: Potatoes (small diced), Curd, Buckwheat Flour, Ginger, Mathania Red Chillli (dry), Rock Salt, Coriander",diwali
911,Tamater Ki Launji ,911.0,911.0,911.0,911.0,911.0,911.0,911.0,911.0,911.0,911.0,47.0,,,,,,,,,,,,,"Key Ingredients: Tomatoes, Desi Ghee, Cumin Seeds, Red Chilli Powder, Turmeric Powder, Sugar, Sendha Namak, Green Chillies",diwali
912,Summer Breeze ,912.0,912.0,912.0,912.0,912.0,912.0,912.0,912.0,912.0,912.0,48.0,,,,,,,,,,,,,"Key Ingredients: vodka, Fresh Litchi, lemon Juice, Black lava salt (to rim the glass)",diwali
913,Fall Cocktail ,913.0,913.0,913.0,913.0,913.0,913.0,913.0,913.0,913.0,913.0,49.0,,,,,,,,,,,,,"Key Ingredients: Gin, Fresh Thyme, Pear Scoops, Lemon Juice, Sugar Syrup, Tonic Water",diwali
914,Mutton Beliram ,914.0,914.0,914.0,914.0,914.0,914.0,914.0,914.0,914.0,914.0,50.0,,,,,,,,,,,,,"Key Ingredients: Mutton, Desi Ghee, Coriander Seeds, Curd, Onion, Ginger, Garlic, Red Chilli Powder, Cloves, Green Cardamom, Black Peppercorn, Cinnamon, Salt, Fresh Coriander",diwali
915,Mawa Anjeer Barfi ,915.0,915.0,915.0,915.0,915.0,915.0,915.0,915.0,915.0,915.0,51.0,,,,,,,,,,,,,"Key Ingredients: मावा, अंजीर, शुगर फ्री, लीक्विड ग्लूकोज, बादाम, काजू",diwali
916,Rasmalai Tiramisu ,916.0,916.0,916.0,916.0,916.0,916.0,916.0,916.0,916.0,916.0,52.0,,,,,,,,,,,,,"Key Ingredients: रसमलाई, इंस्टेट कॉफी पाउडर, मैस्कारपॉन ​चीज, व्हीप्ड क्रीम, एगलेस स्पॉज क्रीम , आइसिंग शुगर, कोको पाउडर, पानी",diwali
917,Gajar Ka Halwa (sugar-free) ,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,917.0,53.0,,,,,,,,,,,,,"Key Ingredients: गाजर, देसी घी, दूध, हरी इलाइची पाउडर, सुल्ताना, शुगर फ्री सब्स्टिटूट, खोया, पिस्ता",diwali
918,Suji Besan Atta Ladoo ,918.0,918.0,918.0,918.0,918.0,918.0,918.0,918.0,918.0,918.0,54.0,,,,,,,,,,,,,"Key Ingredients: घी, सूजी, आटा, बेसन, पाउडर चीनी, इलाइची के दाने, सिल्वर बादाम ",diwali
919,Makhane Aur Kaju Ki Kheer ,919.0,919.0,919.0,919.0,919.0,919.0,919.0,919.0,919.0,919.0,55.0,,,,,,,,,,,,,"Key Ingredients: मखाने और काजू, दूध, देसी घी, खोया, हरी इलाइची पाउडर, बादाम, पिस्ता",diwali
920,Aloo Aur Gulab Ka Halwa ,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,920.0,56.0,,,,,,,,,,,,,"Key Ingredients: आलू (हल्का उबला हुआ), देसी घी, चीनी, खोया, दूध, गुलकंद, गुलाब की पंखुड्डियां, गुलाब जल, इलाइची पाउडर, बादाम (हल्के उबालकर छीलें हुए), पिस्ता (हल्के उबालकर छीलें हुए), बादाम , पिस्ता, गुलाब की पंखुड्यिां (सूखी)",diwali
921,Carrot Ladoo ,921.0,921.0,921.0,921.0,921.0,921.0,921.0,921.0,921.0,921.0,57.0,,,,,,,,,,,,,"Key Ingredients: गाजर , घी, इलाइची पाउडर, नारियल, किशमिश , चीनी ",diwali
922,Angoor Rabdi ,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,922.0,58.0,,,,,,,,,,,,,"Key Ingredients: दूध, चीनी, हरी इलाइची, बादाम (हल्के से उबालकर श्रेडिडि), पिस्ता (हल्के से उबालकर श्रेडिडि), अंगूर एक कप धोकर टहनी निकले हुए (ग्रीन या ब्लैक)",diwali
923,Sohan Halwa ,923.0,923.0,923.0,923.0,923.0,923.0,923.0,923.0,923.0,923.0,59.0,,,,,,,,,,,,,"Key Ingredients: चीनी, मैदा, बादाम, पिस्ते, हरी इलाइची, घी, दूध, पानी, केसर",diwali
924,Badam Ka Halwa ,924.0,924.0,924.0,924.0,924.0,924.0,924.0,924.0,924.0,924.0,60.0,,,,,,,,,,,,,"Key Ingredients: बादाम, देसी घी, चीनी",diwali
925,Panjiri Ladoo ,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,925.0,61.0,,,,,,,,,,,,,"Key Ingredients: गेंहू का आटा, सूजी, सूखा नारियल, चार मगज, काजू, बादाम, चीनी, घी ",diwali
926,Rasmalai ,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,926.0,62.0,,,,,,,,,,,,,"Key Ingredients: रीठा , गाय का दूध, चीनी, टाटरी , कॉर्नफ्लोर , मैदा, केसर की लड़ी, पिस्ता, बादाम, रबड़ी​ ",diwali
927,Microwave Kheer ,927.0,927.0,927.0,927.0,927.0,927.0,927.0,927.0,927.0,927.0,63.0,,,,,,,,,,,,,"Key Ingredients: चावल, पानी, दूध, चीनी, इलाइची पाउडर, केसर ",diwali
928,Zucchini Halwa ,928.0,928.0,928.0,928.0,928.0,928.0,928.0,928.0,928.0,928.0,64.0,,,,,,,,,,,,,"Key Ingredients: जुकीनी, फुल क्रीम दूध, घी, इलाइची पाउडर, चीनी, खोया, चेरी और केसरी मलाई",diwali
929,Shahi Tukda ,929.0,929.0,929.0,929.0,929.0,929.0,929.0,929.0,929.0,929.0,65.0,,,,,,,,,,,,,"Key Ingredients: रिफाइंड आॅयल, ब्रेड स्लाइस, दूध, शुगर फ्री, केसर, किशमिश, काजू",diwali
930,Red Rice Vermicelli Kheer ,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,930.0,66.0,,,,,,,,,,,,,"Key Ingredients: रेड राइस वर्मिसेली/ ब्रोकन सूजी/ सूजी वर्मिसेली, मक्खन, बादाम, पूरा दूध, इलाइची पाउडर, केसर थ्रेड  चीनी, चीनी",diwali
931,Steamed Sandesh ,931.0,931.0,931.0,931.0,931.0,931.0,931.0,931.0,931.0,931.0,67.0,,,,,,,,,,,,,"Key Ingredients: दूध, चीनी, हरी इलाइची, मिक्स ड्राई फ्रूट्स, घी, सिरका",diwali
932,Kaju And Pista Roll ,932.0,932.0,932.0,932.0,932.0,932.0,932.0,932.0,932.0,932.0,68.0,,,,,,,,,,,,,"Key Ingredients: काजू, पिस्ता, शुगर क्यूब्स, इलाइची पाउडर, सिल्वर लीफ",diwali
933,Grilled Almond Burfee (sugar Free) ,933.0,933.0,933.0,933.0,933.0,933.0,933.0,933.0,933.0,933.0,69.0,,,,,,,,,,,,,"Key Ingredients: खोया, शुगर फ्री, बादाम (क्रशड)",diwali
934,Hyderabadi Phirni ,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,934.0,70.0,,,,,,,,,,,,,"Key Ingredients: चावल, मक्खन, दूध , इलाइची पाउडर, चीनी, कंडेन्सड मिल्क, गुलाब एसेंस, गुलाब की पत्तियां, सिल्वर लीफ  , मिट्टी के कसोरे",diwali
935,Chicken Shami Kebab ,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,935.0,71.0,,,,,,,,,,,,,"Key Ingredients: चना दाल, तेल, जीरा, लौंग, काली मिर्च, दालचीनी, साबुत धनिया, अजवाइन, साबुत लाल मिर्च, चिली फलेक्स, बोनलेस चिकन, नमक, पानी, अदरक, हरी मिर्च, लहसुन, हरा धनिया, पुदीने के पत्ते, अंडे",diwali
936,Luchi ,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,936.0,0.0,,,,,,,,,,,,,,"Key Ingredients: maida, salt, ghee, water",durga puja
937,Sabudana Papad With Hyderabadi Double Meetha ,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,937.0,1.0,,,,,,,,,,,,,,"Key Ingredients: Bread Sices, Milk (Boiled and cooled), Water, Cardamom Powder, Cashew Nuts, Raisins, Saffron strands, Ghee + Oil, Sabudana Papad, Jaggery Syrup, Sugar",durga puja
938,Zaffrani Rabri Crme Anglasise With Lauki Ka Lacche ,938.0,938.0,938.0,938.0,938.0,938.0,938.0,938.0,938.0,2.0,,,,,,,,,,,,,,"Key Ingredients: Milk, Rabri, Vanilla Pod(split, seeds scraped), Egg Yolks (free-range), Castor Sugar, Saffron, Bottle Gourd (noodle length), Sugar, Rose Water, Nuts, Water",durga puja
939,Jaggery Jamun ,939.0,939.0,939.0,939.0,939.0,939.0,939.0,939.0,939.0,3.0,,,,,,,,,,,,,,"Key Ingredients: Khoya, Maida, Cooking Soda, Cardamom Powder, Jaggery, Water",durga puja
940,Malpua ,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,940.0,4.0,,,,,,,,,,,,,,"Key Ingredients: Flour, Semolina, Milk powder, Milk, Cardamom powder, Ghee , Sugar, Saffron, Lemon juice, Water",durga puja
941,Doi Machch ,941.0,941.0,941.0,941.0,941.0,941.0,941.0,941.0,941.0,5.0,,,,,,,,,,,,,,,durga puja
942,Rasmalai ,942.0,942.0,942.0,942.0,942.0,942.0,942.0,942.0,942.0,6.0,,,,,,,,,,,,,,"Key Ingredients: reetha (foaming agent that helps the chenna to puff up), cow's milk, sugar, water, tatari (souring agent), cornflour, maida, Saffron strands, Pistas (peeled and sliced), Almonds (peeled and sliced), Rabri (no sugar just condensed milk cooked for a while)",durga puja
943,Lamb Rogan Josh ,943.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0,943.0,7.0,,,,,,,,,,,,,,"Key Ingredients: Lamb chops or stewing lamb, Vegetable oil, Cassia bark or cinnamon stick, Bay leaves, Green cardamoms, Onions, Garlic cloves, Butter, Turmeric, Chilli powder, Ground cumin, Ground coriander, Tomato puree, Salt, Garam masala, Lemon juice",durga puja
944,Fish Curry ,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,944.0,8.0,,,,,,,,,,,,,,"Key Ingredients: Fresh sole fish, black pepper powder, lemon (juiced), onion, coriander seeds, black pepper, raw rice, garlic cloves, coconut, coriander leaves, ginger (large), cinnamon powder, clove powder, Ground nut oil, tamarind paste, Cooking oil, Salt, ",durga puja
945,Nariyal Barfi ,945.0,945.0,945.0,945.0,945.0,945.0,945.0,945.0,945.0,9.0,,,,,,,,,,,,,,,durga puja
946,Murmura Ladoo (Laddu) ,946.0,946.0,946.0,946.0,946.0,946.0,946.0,946.0,946.0,10.0,,,,,,,,,,,,,,"Key Ingredients: Murmura (rice puffs), Jaggery, Water",durga puja
947,Khoye Ki Barfi ,947.0,947.0,947.0,947.0,947.0,947.0,947.0,947.0,947.0,11.0,,,,,,,,,,,,,,,durga puja
948,Atta Ladoo (Laddu) ,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,948.0,12.0,,,,,,,,,,,,,,"Key Ingredients: Atta, Boora (or powdered sugar), Ghee, Sonth / dried ginger powder, Ajwain / thymol seeds, Raisins, Sultanas, Almonds, Magaz (seeds of melon/water melon), Makhana (lotus seeds, lightly fried), Gond (edible gum crystals) lightly fried, and ground coarsely)",durga puja
949,Rajbhog ,949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,949.0,13.0,,,,,,,,,,,,,,,durga puja
950,Besan Ke Ladoo (Laddu) ,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,14.0,,,,,,,,,,,,,,"Key Ingredients: gram flour, ghee, sugar, green cardamom, almonds, pistachios",durga puja
951,Besan Ladoo (Laddu) ,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,951.0,15.0,,,,,,,,,,,,,,,durga puja
952,Golden Rasmalai ,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,16.0,,,,,,,,,,,,,,"Key Ingredients: Paneer (cottage cheese), Semolina (sooji), Refined flour (maida), Cornflour, Sugar, Milk, Khoya, Saffron, Reetha powder (with water), Fresh mint, Pistachios (crushed), Almonds (crushed), Pine nuts (crushed), Gold vark",durga puja
953,Narkel Naru ,953.0,953.0,953.0,953.0,953.0,953.0,953.0,953.0,953.0,17.0,,,,,,,,,,,,,,,durga puja
954,Machcher Jhol ,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,18.0,,,,,,,,,,,,,,"Key Ingredients: fish (your choice) - cut into 2 1/2 cm/1"" thick slices, diagonally, turmeric, salt or to taste, onion, garlic , ginger, dried red chillies, salt or to taste, turmeric, mustard oil, onion seeds, cinnamon (broken in small pieces), Cloves, Green cardamoms, Bay leaf, Green chillies (slit lengthwise), water, coriander leaves",durga puja
955,Payesh ,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0,955.0,19.0,,,,,,,,,,,,,,"Key Ingredients: Basmati rice, Milk, Sugar, Rice, Ghee, Green cardamom, Raisins, Almonds , Cashew nuts, Rosewater",durga puja
956,Chingri Malai Curry ,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,20.0,,,,,,,,,,,,,,"Key Ingredients: prawns, mustard oil, whole cumin, ginger paste, cumin powder, chilli powder, turmeric powder, salt, sugar, garam masala, coconut milk, ghee",durga puja
957,Sorsebata Ilish Mach ,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,957.0,21.0,,,,,,,,,,,,,,,durga puja
958,Sandesh ,958.0,958.0,958.0,958.0,958.0,958.0,958.0,958.0,958.0,22.0,,,,,,,,,,,,,,"Key Ingredients: paneer (cottage cheese), khoya, Green cardamom (crushed), Large pinch of kesar (saffron), sugar / gur, Almonds ",durga puja
959,Machcher Dompokht ,959.0,959.0,959.0,959.0,959.0,959.0,959.0,959.0,959.0,23.0,,,,,,,,,,,,,,,durga puja
960,Bundiyar Payesh ,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,960.0,24.0,,,,,,,,,,,,,,,durga puja
961,Kalakand ,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0,25.0,,,,,,,,,,,,,,"Key Ingredients: Whole milk, Ricotta cheese or cottage cheese, Sugar (powdered), Rose water, Green cardamoms (coarsely ground), Almonds (roasted)",durga puja
962,Rice Kheer ,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,26.0,,,,,,,,,,,,,,"Key Ingredients: milk, rice (washed), sugar, Raisins, Green cardamoms, almonds (shredded)",durga puja
963,Suji Besan Atta Ladoo ,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,963.0,27.0,,,,,,,,,,,,,,"Key Ingredients: घी, सूजी, आटा, बेसन, पाउडर चीनी, इलाइची के दाने, सिल्वर बादाम ",durga puja
964,Rasmalai ,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,964.0,28.0,,,,,,,,,,,,,,"Key Ingredients: रीठा , गाय का दूध, चीनी, टाटरी , कॉर्नफ्लोर , मैदा, केसर की लड़ी, पिस्ता, बादाम, रबड़ी​ ",durga puja
965,Payesh ,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,29.0,,,,,,,,,,,,,,"Key Ingredients: बासमती चावल, दूध, चीनी, चावल, घी, हरी इलाइची, किशमिश , बादाम , काजू , गुलाब जल",durga puja
966,Murmura Ladoo (laddu) ,966.0,966.0,966.0,966.0,966.0,966.0,966.0,966.0,966.0,30.0,,,,,,,,,,,,,,"Key Ingredients: मुरमुरा , गुड़ , पानी",durga puja
967,Chingri Malai Curry ,967.0,967.0,967.0,967.0,967.0,967.0,967.0,967.0,967.0,31.0,,,,,,,,,,,,,,"Key Ingredients: सरसों का तेल, जीरा, अदरक का पेस्ट,  जीरा पेस्ट, जीरा पाउडर,  लाल मिर्च पाउडर, हल्दी पाउडर,  नमक, चीनी, गरम मसाला, घी,  नारियल का दूध",durga puja
968,Mutton Biryani ,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,968.0,32.0,,,,,,,,,,,,,,"Key Ingredients: चक्र फूल, बासमती चावल,  तेजपत्ता, काली इलायची, काला जीरा, काली मिर्च, हरी इलायची, लौंग, दालचीनी स्टिक, सौंफ, जायफल, जावित्री,  नमक, मटन, गर्म मसाला, लहसुन पेस्टः, पपीते का पेस्ट,  हंग कर्डः,  एक नींबू का रस, लाल मिर्च पाउडर, नमक, बाकी की सामग्रीः,  प्याज़, टमाटर, दूध, घी,  केसर, तेल,  गुलाब जल , केवड़ा, हरी मिर्च",durga puja
969,Dundee Cake ,969.0,969.0,969.0,969.0,969.0,969.0,969.0,969.0,0.0,,,,,,,,,,,,,,,"Key Ingredients: butter, sugar, egg , flour, baking powder, orange zest, fruit mixture, almonds",easter
970,Arbi Gosht ,970.0,970.0,970.0,970.0,970.0,970.0,970.0,970.0,1.0,,,,,,,,,,,,,,,"Key Ingredients: Mutton, Arbi, Red chilli powder, Turmeric powder, Coriander powder, Garlic paste, Ginger paste, Fresh coriander leaves, Green chilli, Tomatoes, Onion, Cinnamon stick, Black cardamom, Salt, Oil, Oil",easter
971,Slow Cooked Spiced Sangria ,971.0,971.0,971.0,971.0,971.0,971.0,971.0,971.0,2.0,,,,,,,,,,,,,,,"Key Ingredients: red wine (merlot / zinfandel), apple cider, honey, Orange (zested and juiced), Cloves (whole), Green Cardamom, Cinnamon Sticks, Anise (whole), brandy",easter
972,Panettone ,972.0,972.0,972.0,972.0,972.0,972.0,972.0,972.0,3.0,,,,,,,,,,,,,,,"Key Ingredients: Flour T-45, Fresh Yeast, Castor Sugar, Milk, Whole Eggs, Egg Yolks, Butter, Bread Improver, Salt, Raisins, Candied Orange, Candied Lemon, Red Cherries",easter
973,Christmas Brownies ,973.0,973.0,973.0,973.0,973.0,973.0,973.0,973.0,4.0,,,,,,,,,,,,,,,"Key Ingredients: dark chocolate (best quality, 70% cocoa solids)), plain flour, baking powder, salt, soft butter, vanilla sugar, Eggs, Egg yolk, coffee (freshly made, strong), softened butter, icing sugar, Edible green colour (few drops)",easter
974,"Amaranthus Granola With Lemon Yogurt, Berries And Marigold ",974.0,974.0,974.0,974.0,974.0,974.0,974.0,974.0,5.0,,,,,,,,,,,,,,,"Key Ingredients: Popped Amaranthus (cholai), Oats, Almonds, Cinnamon Powder, Sunflower Seeds, Sesame Seeds, Honey, Brown Sugar, Salt, Olive Oil, Lemon rind, Plain Yogurt (whipped with lemon rind), Blueberries",easter
975,Chocolate Fudge Cookies ,975.0,975.0,975.0,975.0,975.0,975.0,975.0,975.0,6.0,,,,,,,,,,,,,,,"Key Ingredients: Dark Chocolate Coverture, Butter, Sugar, Eggs, Flour, Baking Powder, Salt, Cocoa Powder, Vanilla Essence",easter
976,Summer Breeze ,976.0,976.0,976.0,976.0,976.0,976.0,976.0,976.0,7.0,,,,,,,,,,,,,,,"Key Ingredients: vodka, Fresh Litchi, lemon Juice, Black lava salt (to rim the glass)",easter
977,Fall Cocktail ,977.0,977.0,977.0,977.0,977.0,977.0,977.0,977.0,8.0,,,,,,,,,,,,,,,"Key Ingredients: Gin, Fresh Thyme, Pear Scoops, Lemon Juice, Sugar Syrup, Tonic Water",easter
978,Bourbon Fig ,978.0,978.0,978.0,978.0,978.0,978.0,978.0,978.0,9.0,,,,,,,,,,,,,,,"Key Ingredients: Bourbon, Fresh Fig, Angustora Bitters, Egg White (optional)",easter
979,Khas Khas Ka Halwa ,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0,10.0,,,,,,,,,,,,,,,"Key Ingredients: Poppy Seeds, Sugar, Milk, Desi Ghee, Green Cardamom, Almonds, Water, Sugar, Pistachios, Water, Sugar",easter
980,Aanarsa ,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,11.0,,,,,,,,,,,,,,,"Key Ingredients: Rice, Jaggey, Ghee + For Deep Frying, Milk, Poppy Seeds",easter
981,Assorted Rice Kheer Sushi ,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,12.0,,,,,,,,,,,,,,,"Key Ingredients: Basmati Rice, Milk, Sugar, Pistachio, Almonds, Green Cardamoms(powdered), Saffron, Rose Water, Rose Petals (dried), Dark Chocolate",easter
982,Saffron Cardamom Panacotta ,982.0,982.0,982.0,982.0,982.0,982.0,982.0,982.0,13.0,,,,,,,,,,,,,,,"Key Ingredients: Fresh Cream, Milk, Sugar, Gelatin Sheets, Saffron, Cardamom",easter
983,Jalebi With Fennel Yogurt Pudding ,983.0,983.0,983.0,983.0,983.0,983.0,983.0,983.0,14.0,,,,,,,,,,,,,,,"Key Ingredients: All purpose Flour, Yogurt, Oil, Sugar, Water, Saffron, Green Cardamom, Yogurt (strained), Milk (warm), Sugar, Nutmeg, Cardamom Powder",easter
984,Eggless Vanilla Cake ,984.0,984.0,984.0,984.0,984.0,984.0,984.0,984.0,15.0,,,,,,,,,,,,,,,"Key Ingredients: Maida, Baking Powder, Castor Sugar, Butter, Milk, Vanilla Essence, Vinegar",easter
985,Dinner Roll ,985.0,985.0,985.0,985.0,985.0,985.0,985.0,985.0,16.0,,,,,,,,,,,,,,,"Key Ingredients: Yeast, Sugar, Lukewarm Water, Flour, Salt, Oil, Egg Yolk, Milk, Butter, Oil, Egg White",easter
